City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Bartica,GY,6.4,-58.6167,80.69,85,88,3.98,overcast clouds
346,Piacabucu,BR,-10.4056,-36.4344,87.37,58,13,13.82,few clouds
347,Shaunavon,CA,49.6501,-108.4181,28.27,73,53,10.76,broken clouds
348,Polis,CY,35.0367,32.4264,55.29,91,76,3.27,broken clouds
349,Kikwit,CD,-5.041,18.8162,82.53,69,75,4.65,broken clouds
350,Vaxjo,SE,56.8777,14.8091,35.65,93,75,9.22,broken clouds
351,Kudahuvadhoo,MV,2.6708,72.8944,82.15,66,45,11.9,scattered clouds
352,Teavaro,PF,-17.5,-149.7667,80.08,69,75,9.22,light rain
353,Boa Vista,BR,2.8197,-60.6733,87.78,51,100,12.66,overcast clouds
354,Kaeo,NZ,-35.1,173.7833,74.32,98,100,5.35,overcast clouds
355,Quelimane,MZ,-17.8786,36.8883,82.35,83,40,12.66,scattered clouds
356,Atar,MR,20.5169,-13.0499,91.9,5,0,6.82,clear sky
357,Mazagao,BR,-0.115,-51.2894,82.45,91,100,3.15,overcast clouds
358,Hearst,CA,49.6835,-83.6665,14.05,92,100,6.06,light snow
359,Carutapera,BR,-1.195,-46.02,81.05,88,98,8.21,overcast clouds
360,Havre-Saint-Pierre,CA,50.2334,-63.5986,0.5,63,1,12.41,clear sky
361,Goderich,CA,43.7501,-81.7165,26.91,82,100,20.22,overcast clouds
362,Shingu,JP,33.7333,135.9833,39.9,70,6,6.69,clear sky
363,Helong,CN,42.5397,128.9972,8.44,78,64,7.2,broken clouds
364,Lawton,US,34.6087,-98.3903,36.07,70,10,3.0,clear sky
365,Alugan,PH,12.2188,125.4808,78.31,82,15,15.61,few clouds
366,Isla Vista,US,34.4133,-119.861,66.83,32,0,3.31,clear sky
367,Luderitz,NA,-26.6481,15.1594,70.9,72,25,11.72,scattered clouds
368,Nizhniy Tsasuchey,RU,50.5167,115.1333,0.64,97,93,3.85,overcast clouds
369,Adrar,MR,20.5022,-10.0711,84.31,6,0,9.4,clear sky
370,Coquimbo,CL,-29.9533,-71.3436,69.12,71,20,7.72,few clouds
371,Cabedelo,BR,-6.9811,-34.8339,85.15,56,45,10.13,scattered clouds
372,Paldiski,EE,59.3567,24.0531,35.15,100,100,10.36,overcast clouds
373,Wad Rawah,SD,15.1603,33.1397,73.62,13,1,11.99,clear sky
374,Tucupita,VE,9.0622,-62.051,84.27,65,42,5.28,scattered clouds
375,Homer,US,59.6425,-151.5483,30.04,92,100,0.0,overcast clouds
376,Starobaltachevo,RU,56.0013,55.9213,15.55,96,100,2.53,overcast clouds
377,Comitancillo,GT,15.0833,-91.7167,67.39,50,27,1.79,scattered clouds
378,Chigorodo,CO,7.6664,-76.6811,85.73,56,8,5.97,clear sky
379,Puerto Escondido,MX,15.85,-97.0667,83.23,78,0,5.75,clear sky
380,Cocorit,MX,27.5833,-109.9667,57.54,42,0,2.89,clear sky
381,San Patricio,US,28.017,-97.5169,55.29,70,0,5.37,clear sky
382,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,78.48,85,100,4.68,light rain
383,Borovoy,RU,55.4333,86.0833,3.31,95,99,0.69,overcast clouds
384,Lufilufi,WS,-13.8745,-171.5986,74.98,79,98,12.48,moderate rain
385,Nuevo Progreso,MX,23.1667,-97.95,62.47,37,51,6.42,broken clouds
386,Chiriqui Grande,PA,8.95,-82.1167,89.08,58,6,5.53,clear sky
387,Karasburg,NA,-28.0167,18.75,71.35,60,99,27.96,moderate rain
388,Karpogory,RU,64.0019,44.4451,16.92,94,100,8.3,light snow
389,Isangel,VU,-19.55,169.2667,79.16,90,100,13.44,moderate rain
390,North Myrtle Beach,US,33.816,-78.68,46.11,54,20,12.66,few clouds
391,Sicuani,PE,-14.2694,-71.2261,43.2,95,100,3.31,moderate rain
392,Wattegama,LK,6.7989,81.4808,79.72,78,100,4.41,overcast clouds
393,Matay,EG,28.419,30.7792,60.13,38,0,8.19,clear sky
394,Zalantun,CN,48.0,122.7167,2.46,74,41,6.08,scattered clouds
395,Trincomalee,LK,8.5711,81.2335,79.66,66,51,15.61,broken clouds
396,Atambua,ID,-9.1061,124.8925,75.18,85,53,1.19,broken clouds
397,Aracati,BR,-4.5617,-37.7697,89.42,50,74,12.3,broken clouds
398,Acajutla,SV,13.5928,-89.8275,82.8,44,10,3.0,clear sky
399,Mubende,UG,0.5606,31.39,75.34,43,100,1.86,overcast clouds
400,Renqiu,CN,38.6989,116.0936,30.99,43,98,2.68,overcast clouds
401,Sterling,US,39.0062,-77.4286,32.23,58,20,1.99,few clouds
402,Raudeberg,NO,61.9875,5.1352,36.27,93,100,1.99,light rain
403,Tomatlan,MX,19.9333,-105.25,78.8,38,4,1.48,clear sky
404,Galesong,ID,-5.3166,119.3661,77.02,84,46,5.53,scattered clouds
405,Kununurra,AU,-15.7667,128.7333,75.18,94,40,0.0,scattered clouds
406,Mogwase,ZA,-25.185,27.2665,78.04,40,90,9.57,overcast clouds
407,San Juan De Uraba,CO,8.7592,-76.5297,83.28,63,50,8.9,scattered clouds
408,Ahuimanu,US,21.4447,-157.8378,73.11,81,75,1.01,light rain
409,Zhanaozen,KZ,43.3,52.8,31.33,64,68,10.51,broken clouds
410,Vestmannaeyjar,IS,63.4427,-20.2734,31.19,69,0,11.5,clear sky
411,Zhangzhou,CN,24.5133,117.6556,54.14,81,100,0.34,overcast clouds
412,Dubbo,AU,-32.25,148.6167,57.33,88,31,8.05,scattered clouds
413,Severo-Kurilsk,RU,50.6789,156.125,30.11,85,100,12.35,overcast clouds
414,Ancud,CL,-41.8697,-73.8203,74.23,67,9,6.31,clear sky
415,Poum,NC,-20.2333,164.0167,79.32,83,100,9.15,light rain
416,Kodiak,US,57.79,-152.4072,38.71,65,0,13.8,clear sky
417,San Carlos De Bariloche,AR,-41.1456,-71.3082,76.75,23,0,4.61,clear sky
418,Sao Joao Do Paraiso,BR,-15.3136,-42.0144,74.17,78,100,8.59,overcast clouds
419,Rindal,NO,63.0565,9.2124,28.04,93,100,12.19,light snow
420,Novobataysk,RU,46.8981,39.7819,31.51,78,100,15.77,overcast clouds
421,Swan Hill,AU,-35.3378,143.5544,69.04,31,6,7.78,clear sky
422,College,US,64.8569,-147.8028,0.28,78,100,5.75,light snow
423,Kudat,MY,6.8837,116.8477,77.38,90,93,12.62,overcast clouds
424,Ayr,GB,55.4627,-4.6339,41.09,75,75,32.21,broken clouds
425,Belaya Gora,RU,68.5333,146.4167,-42.27,100,74,1.83,broken clouds
426,Bilibino,RU,68.0546,166.4372,-17.9,78,14,4.52,few clouds
427,Angola,AO,-12.5,18.5,70.84,65,100,5.93,overcast clouds
428,Port Blair,IN,11.6667,92.75,79.41,79,11,11.05,few clouds
429,Mahajanga,MG,-15.7167,46.3167,80.08,79,54,10.71,light rain
430,Anshun,CN,26.25,105.9333,40.39,97,100,6.51,overcast clouds
431,Maues,BR,-3.3836,-57.7186,82.74,82,100,3.11,moderate rain
432,Kovvur,IN,17.0167,81.7333,68.16,80,40,5.46,scattered clouds
433,Juan Lacaze,UY,-34.4342,-57.4381,68.07,50,13,17.98,few clouds
434,Mount Gambier,AU,-37.8333,140.7667,63.59,59,1,6.6,clear sky
435,Makakilo City,US,21.3469,-158.0858,71.92,75,0,5.75,clear sky
436,Teluk Nibung,ID,3.001,99.8164,77.13,87,100,4.52,overcast clouds
437,Bolligen,CH,46.9751,7.497,44.08,58,75,14.0,light rain
438,Avera,US,33.194,-82.5271,45.28,46,52,11.9,broken clouds
439,Iralaya,HN,15.0,-83.2333,84.29,67,2,10.78,clear sky
440,Khandyga,RU,62.6667,135.6,-37.8,99,100,2.21,overcast clouds
441,Mareeba,AU,-17.0,145.4333,70.52,93,19,2.01,few clouds
442,Flinders,AU,-34.5833,150.8552,68.2,86,59,11.99,light rain
443,Ushtobe,KZ,45.2514,77.9838,19.62,88,32,3.33,scattered clouds
444,Canavieiras,BR,-15.675,-38.9472,85.75,58,62,7.78,broken clouds
445,Bala,PS,32.3339,35.1116,54.59,82,61,7.9,broken clouds
446,Sambava,MG,-14.2667,50.1667,79.75,80,27,9.55,scattered clouds
447,Kamenka,RU,51.3223,42.7678,22.75,97,100,6.69,overcast clouds
448,Abalak,RU,58.1286,68.5944,11.79,94,100,4.85,overcast clouds
449,Manta,EC,-0.95,-80.7333,78.58,78,100,4.61,overcast clouds
450,Det Udom,TH,14.906,105.0784,84.04,52,87,3.67,overcast clouds
451,Souillac,MU,-20.5167,57.5167,79.36,83,41,11.79,scattered clouds
452,Yeppoon,AU,-23.1333,150.7333,69.58,75,13,15.88,few clouds
453,Dingle,PH,10.9995,122.6711,75.31,87,42,8.88,scattered clouds
454,Sakaiminato,JP,35.55,133.2333,39.56,53,100,9.78,overcast clouds
455,Cockburn Town,TC,21.4612,-71.1419,76.08,66,17,14.32,few clouds
456,Grand-Santi,GF,4.25,-54.3833,81.57,86,100,3.47,heavy intensity rain
457,Benito Juarez,MX,19.385,-99.165,61.84,53,0,1.01,clear sky
458,Faya,SA,18.3851,42.4509,54.12,67,5,5.59,clear sky
459,Turinsk,RU,58.0458,63.696,12.81,94,100,6.29,overcast clouds
460,Kimry,RU,56.8667,37.35,16.9,97,99,4.38,overcast clouds
461,Dingli,MT,35.8614,14.3822,56.8,82,20,9.22,few clouds
462,Mizdah,LY,31.4451,12.9801,65.08,15,94,2.44,overcast clouds
463,Lobito,AO,-12.3481,13.5456,78.94,66,83,7.7,broken clouds
464,Log,RU,49.4844,43.8613,21.76,97,100,5.48,light snow
465,Sechura,PE,-5.5569,-80.8222,79.56,59,92,9.46,overcast clouds
466,Akyab,MM,20.15,92.9,66.43,53,100,16.71,overcast clouds
467,Hami,CN,42.8,93.45,28.08,28,79,15.59,broken clouds
468,Boma,GH,7.0805,-2.1697,99.81,17,6,2.82,clear sky
469,Bemidji,US,47.4736,-94.8803,8.15,80,100,13.8,overcast clouds
470,Esmeraldas,BR,-19.7625,-44.3139,77.86,92,100,4.61,overcast clouds
471,Bahia Blanca,AR,-38.7196,-62.2724,68.45,48,0,10.2,clear sky
472,Show Low,US,34.2542,-110.0298,34.07,36,0,11.5,clear sky
473,Santa Rosa,PH,14.3122,121.1114,79.11,81,89,13.78,overcast clouds
474,Tsumeb,NA,-19.2333,17.7167,70.93,79,96,9.01,moderate rain
475,Ukiah,US,39.1502,-123.2078,49.37,74,0,0.0,clear sky
476,Sunrise Manor,US,36.2111,-115.0731,55.45,23,0,14.97,clear sky
477,Byron Bay,AU,-28.65,153.6167,67.87,78,91,15.3,overcast clouds
478,Mecca,SA,21.4267,39.8261,72.77,31,0,10.45,clear sky
479,Muros,ES,42.7762,-9.0603,60.67,55,60,10.8,broken clouds
480,Suzhou,CN,31.3114,120.6181,40.87,58,100,7.16,light rain
481,Birao,CF,10.2849,22.7882,82.96,10,71,10.98,broken clouds
482,Vitim,RU,59.4511,112.5578,13.55,94,100,6.53,overcast clouds
483,Yuli,NG,9.6989,10.2744,91.94,12,1,8.9,clear sky
484,Ranong,TH,9.9658,98.6348,75.67,89,27,4.05,scattered clouds
485,Jiazi,CN,22.8779,116.067,57.36,81,100,19.82,overcast clouds
486,Provideniya,RU,64.3833,-173.3,-3.05,79,0,9.04,clear sky
487,Poli,TZ,-3.3333,36.8,66.43,73,97,2.89,light rain
488,Ejido,VE,8.5514,-71.2375,75.16,66,77,4.05,broken clouds
489,Camara De Lobos,PT,32.6333,-16.9667,66.13,84,75,18.41,broken clouds
490,Alamosa,US,37.4695,-105.87,14.34,79,100,8.05,overcast clouds
491,Sahuaripa,MX,29.05,-109.2333,59.27,38,8,1.05,clear sky
492,Nome,US,64.5011,-165.4064,-0.33,50,0,13.8,clear sky
493,Niquelandia,BR,-14.4739,-48.4597,79.63,76,79,4.36,broken clouds
494,Qasigiannguit,GL,68.8193,-51.1922,-0.15,80,100,1.74,overcast clouds
495,Esso,RU,55.9333,158.7,4.62,92,88,2.37,overcast clouds
496,Le Vauclin,MQ,14.5452,-60.8388,84.85,58,40,14.97,scattered clouds
497,Kirsanov,RU,52.6549,42.7224,17.85,96,100,7.49,overcast clouds
498,Charagua,BO,-19.8,-63.2167,76.57,50,97,11.12,overcast clouds
499,Priyutovo,RU,53.9,53.9333,9.73,97,100,3.0,overcast clouds
500,Muscat,OM,23.6139,58.5922,75.22,60,0,6.76,clear sky
501,Nampula,MZ,-15.1165,39.2666,74.32,81,14,3.53,few clouds
502,Sioux Lookout,CA,50.1001,-91.917,-0.02,90,100,7.07,overcast clouds
503,Bere,TD,9.3202,16.1552,92.75,11,31,5.08,scattered clouds
504,Riyadh,SA,24.6877,46.7219,59.14,31,0,9.64,clear sky
505,Chaihe,CN,44.7667,129.7,-4.61,97,88,4.68,overcast clouds
506,Luwuk,ID,-0.9516,122.7875,77.0,85,88,3.15,overcast clouds
507,Dalupirip,PH,16.3258,120.7256,69.51,90,55,6.26,broken clouds
508,Port Hardy,CA,50.6996,-127.4199,46.76,84,100,14.29,overcast clouds
509,Taree,AU,-31.9,152.4667,62.06,91,89,5.21,overcast clouds
510,Auki,SB,-8.7676,160.7034,78.62,88,100,7.92,overcast clouds
511,San Cristobal,VE,7.7669,-72.225,74.32,64,91,4.14,overcast clouds
512,Valparaiso,CL,-33.0393,-71.6273,67.64,77,100,5.75,fog
513,Georgiyevka,KZ,43.0369,74.7114,35.64,93,100,8.95,overcast clouds
514,Verkhnevilyuysk,RU,63.4453,120.3167,-6.92,99,100,4.99,overcast clouds
515,Lerik,AZ,38.7726,48.4128,29.84,62,24,6.98,few clouds
516,Auch,FR,43.65,0.5833,52.25,89,100,7.0,overcast clouds
517,Caceres,ES,39.522,-6.3748,60.8,48,30,7.56,scattered clouds
518,Asosa,ET,10.0667,34.5333,72.28,24,100,4.97,overcast clouds
519,Banjar,ID,-8.19,114.9675,78.66,93,100,3.02,light rain
520,Beloha,MG,-25.1667,45.05,74.86,92,100,21.7,light rain
521,Aktas,KZ,49.7789,72.9608,11.95,78,4,9.44,clear sky
522,Kailua,US,21.4022,-157.7394,73.38,82,75,9.22,light rain
523,Abnub,EG,27.2696,31.1511,61.3,36,0,9.22,clear sky
524,Sydney,AU,-33.8679,151.2073,66.11,88,75,5.01,light rain
525,Mahibadhoo,MV,3.7833,72.9667,82.26,63,17,11.79,few clouds
526,Tarakan,ID,3.3,117.6333,79.12,78,97,5.75,overcast clouds
527,Rorvik,NO,64.8621,11.2373,35.71,69,75,13.8,broken clouds
528,Tenenkou,ML,14.4572,-4.9169,91.0,6,0,5.53,clear sky
529,Ukhta,RU,63.5671,53.6835,12.78,91,94,9.06,overcast clouds
530,Bonavista,CA,48.6499,-53.1147,17.11,69,100,26.22,overcast clouds
531,Tarancon,ES,40.0085,-3.0073,55.89,25,40,6.53,scattered clouds
532,Broken Hill,AU,-31.95,141.4333,74.59,32,13,13.78,few clouds
533,Horasan,TR,40.0458,42.1728,2.35,92,58,1.77,broken clouds
534,Whitehorse,CA,60.7161,-135.0538,15.8,96,79,5.08,broken clouds
535,Fort Nelson,CA,58.8053,-122.7002,12.79,96,47,0.16,scattered clouds
536,Kidal,ML,18.4411,1.4078,80.33,7,0,13.09,clear sky
537,Shenjiamen,CN,29.9576,122.298,43.14,67,96,8.19,overcast clouds
538,Bonnyville,CA,54.2668,-110.735,33.67,99,100,12.62,light snow
539,Tiznit,MA,29.5833,-9.5,74.57,16,14,10.02,few clouds
540,Wahiawa,US,21.5028,-158.0236,70.12,83,88,6.73,overcast clouds
541,Gat,IL,31.61,34.7642,56.39,82,46,5.99,scattered clouds
542,Veraval,IN,20.9,70.3667,68.74,67,6,8.61,clear sky
543,Pitimbu,BR,-7.4706,-34.8086,88.39,54,66,9.75,broken clouds
544,Manoel Urbano,BR,-8.8389,-69.2597,84.43,71,93,4.12,overcast clouds
545,Matveyevka,RU,52.15,56.1833,14.95,98,99,2.17,overcast clouds
546,Ossora,RU,59.2353,163.0719,7.9,72,100,12.64,overcast clouds
547,Rio Real,BR,-11.4847,-37.9328,90.91,44,96,12.64,overcast clouds
548,Golden,US,39.7555,-105.2211,34.03,65,20,1.99,few clouds
549,Adamantina,BR,-21.6853,-51.0725,83.98,62,49,8.46,scattered clouds
550,Murray Bridge,AU,-35.1167,139.2667,78.69,34,36,10.94,scattered clouds
551,Naze,JP,28.3667,129.4833,51.66,66,100,11.83,overcast clouds
552,Abbeville,FR,50.1,1.8333,52.48,80,100,29.46,overcast clouds
553,Leh,IN,34.1667,77.5833,10.22,84,82,1.81,broken clouds
554,Tonekabon,IR,36.8163,50.8738,44.44,79,81,7.56,broken clouds
555,Bubaque,GW,11.2833,-15.8333,78.4,64,9,10.56,clear sky
