City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1021,Wajid,SO,82.38,overcast clouds,3.8093,43.2471,xamdihotelresturant114
1022,Huarmey,PE,75.54,few clouds,-10.0681,-78.1522,Hotel Miramar
1023,Saint-Leu,RE,77.86,overcast clouds,-21.15,55.2833,La Caz Oceane
1026,Comodoro Rivadavia,AR,76.86,clear sky,-45.8667,-67.5,Austral Hotel
1029,Paita,PE,82.96,broken clouds,-5.0892,-81.1144,Hotel Náutico de Paita
1034,Barra Do Bugres,BR,86.43,overcast clouds,-15.0725,-57.1811,Hotel 4AM Petrofurt
1035,Souillac,MU,79.36,overcast clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
1037,Harper,LR,80.11,overcast clouds,4.375,-7.7169,Screensaver
1038,Acapulco,MX,85.82,clear sky,16.8634,-99.8901,HS Hotsson Smart Acapulco
1039,Guajara,BR,80.08,moderate rain,-2.9667,-57.6667,
1040,Mombasa,KE,78.33,overcast clouds,-4.0547,39.6636,Marigold Guest House
1042,Toamasina,MG,80.02,light rain,-18.1667,49.3833,Hotel H1
1045,Banda Aceh,ID,76.35,light rain,5.5577,95.3222,Sulthan Hotel International
1054,Malindi,KE,77.94,overcast clouds,-3.2175,40.1191,African House Resort
1059,Nortelandia,BR,83.19,light rain,-14.4547,-56.8028,Hotel Karysmã
1060,Pochutla,MX,88.83,clear sky,15.7432,-96.4661,Hotel Posada San Jose
1062,Turiacu,BR,80.62,moderate rain,-1.6633,-45.3717,Pousada Maranata
1068,Ixtapa,MX,76.23,few clouds,20.7,-105.2,Hotel Plaza Providencia
1070,Realeza,BR,89.91,clear sky,-25.7689,-53.5325,Hotel Renascer
1076,Santa Maria,BR,86.11,clear sky,-29.6842,-53.8069,Hotel Morotin
1078,Sao Desiderio,BR,76.62,light rain,-12.3633,-44.9733,Hotel azaf
1081,Bo Phloi,TH,79.32,few clouds,14.3236,99.5161,แอท เมืองพลอย รีสอร์ท At MuangPloy Resort
1086,Santa Fe,AR,80.02,clear sky,-31.6333,-60.7,Conquistador Hotel
1092,French Harbor,HN,75.2,broken clouds,16.35,-86.4333,"Fantasy Island Beach Resort, Dive & Marina"
1100,Gigmoto,PH,77.34,overcast clouds,13.7796,124.39,Cj's Travellers Inn
1104,Sorong,ID,80.29,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
1107,Roura,GF,81.97,moderate rain,4.7263,-52.3274,Amazonie Découverte SARL
1108,Beira,MZ,78.89,scattered clouds,-19.8436,34.8389,Beira Terrace Hotel
1113,Maningrida,AU,75.99,scattered clouds,-12.0667,134.2667,Dhukurrdji Lodge
1114,Bonito,BR,87.71,overcast clouds,-21.1211,-56.4819,Marruá Hotel
1116,Ferkessedougou,CI,83.3,clear sky,9.6,-5.2,Hotel Chateau
1118,Dakar,SN,81.48,clear sky,14.6937,-17.4441,Redface Studios Meublés
1121,Avarua,CK,77.05,overcast clouds,-21.2078,-159.775,Paradise Inn
1123,Olinda,BR,83.93,clear sky,-8.0089,-34.8553,Hotel Albergue de Olinda
1127,Calama,CL,77.49,clear sky,-22.4667,-68.9333,Diego De Almagro Calama
1128,Jilib,SO,76.87,overcast clouds,0.4883,42.7854,Waadi Hotel
1130,Flandes,CO,87.91,broken clouds,4.2941,-74.819,Magdalena Imperial Hotel - Girardot
1131,Port Blair,IN,78.66,few clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
1139,Barra Patuca,HN,80.76,clear sky,15.8,-84.2833,
1141,Anloga,GH,81.28,scattered clouds,5.7947,0.8973,Pin Drop Hotel
1143,Sokoni,TZ,80.83,overcast clouds,-6.4333,39.55,Ujamaa Beach Resort
1152,Saint-Joseph,RE,77.38,overcast clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
1156,Neiafu,TO,79.48,light rain,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
1162,Kirakira,SB,80.85,overcast clouds,-10.4544,161.9205,SanBiz Lodge
1163,Arica,CL,78.35,clear sky,-18.475,-70.3042,Hostal Jardin Del Sol
1164,Zabid,YE,75.0,overcast clouds,14.1951,43.3152,مغرب التريبه
1174,Gamba,GA,77.59,broken clouds,-2.65,10.0,
1186,San Cristobal,VE,79.99,broken clouds,7.7669,-72.225,Posada Villaven C.A.
1188,Vao,NC,79.95,broken clouds,-22.6667,167.4833,Hotel Kou-Bugny
1189,Itanhem,BR,83.89,light rain,-17.1664,-40.33,Hotel Resende
1190,Kloulklubed,PW,77.5,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
1196,Inongo,CD,78.49,overcast clouds,-1.95,18.2667,Hotel Du Lac
1197,San Agustin,MX,75.34,clear sky,20.5333,-103.4667,Motel Garden
1201,Tiarei,PF,86.02,light rain,-17.5333,-149.3333,Le Rocher de Tahiti
1210,Marsh Harbour,BS,75.02,scattered clouds,26.5412,-77.0636,Abaco Beach Resort
1211,Talara,PE,83.16,clear sky,-4.5772,-81.2719,Hostal Oro Negro
1212,Puerto Baquerizo Moreno,EC,81.59,few clouds,-0.9,-89.6,Hotel los Algarrobos
1214,Quatre Cocos,MU,79.09,overcast clouds,-20.2078,57.7625,Sunrise Attitude Hotel
